unique_key,lang,link,question_number,flores_passage,question,mc_answer1,mc_answer2,mc_answer3,mc_answer4,correct_answer_num,dialect,ds
https://en.wikinews.org/wiki/24_people_rescued_from_roller_coaster_at_California%27s_Great_America_theme_park_1,swh_Latn,https://en.wikinews.org/wiki/24_people_rescued_from_roller_coaster_at_California%27s_Great_America_theme_park,1,"""Abiria walipewa maji walipokuwa wakisubiri katika joto la nyusi 90. Mkuu wa Zimamoto Scott Kouns alisema, """"Kulikuwa na joto siku hiyo huko Santa Clara halijoto ikifikia 90. Urefu wowote wa wakati ukiwa kwenye vigari vya kuzunguka hewani hautakuwa raha, kwa kusema machache, na ilichukua angalau saa kumuondoa mtu wa kwanza kwenye kigari.""""""","Kulingana na kifungu hiki, ni kauli gani kati ya zifuatazo sio kweli?",Moto ulitokea huko Santa Clara,Watu walikwama kwenye vigari vya kuzunguka hewani,Abiria walipewa maji,Ilichukua angalau dakika 60 kumtoa mtu wa kwanza kutoka kwenye vigari,1,swh_Latn,2023-07-21
https://en.wikinews.org/wiki/Anonymous_people_reveal_animal_cruelty_at_Australian_Inghams_poultry_producer_factory_using_CCTV_footage_1,swh_Latn,https://en.wikinews.org/wiki/Anonymous_people_reveal_animal_cruelty_at_Australian_Inghams_poultry_producer_factory_using_CCTV_footage,1,"""Uhuru wa Wanyama na Jamii ya Kifalme ya Uzuiaji wa Ukatili kwa Wanyama (RSPCA) wanatoa tena wito wa kuwekwa kwa kamera za CCTV kwa lazima katika vichinjio vyote vya Australia. Inspekta David O’Shannesy wa RSPCA Wales mpya kusini aliambia ABC kuwa ufuatiliaji na ukaguzi wa maiti wafaa kuwa mahali pa kawaida pale Australia. """"Kamera ya siri bila shaka ingetuma ishara imara kwa wale watu wanaofanya kazi na wanyama kwamba ustawi wao ni wa kipaumbele cha juu.""""""","Kulingana na mchunguzi mkuu wa RSPCA, uchunguzi unapaswa kuwa wa ubora wa juu kwa ipi kati ya zifuatazo?",Kamera za CCTV,Mtu yeyote anayeshughulika na wanyama,Uwekaji wa ufuatiliaji,Vichinjio,4,swh_Latn,2023-07-21
https://en.wikinews.org/wiki/Anonymous_people_reveal_animal_cruelty_at_Australian_Inghams_poultry_producer_factory_using_CCTV_footage_2,swh_Latn,https://en.wikinews.org/wiki/Anonymous_people_reveal_animal_cruelty_at_Australian_Inghams_poultry_producer_factory_using_CCTV_footage,2,"""Uhuru wa Wanyama na Jamii ya Kifalme ya Uzuiaji wa Ukatili kwa Wanyama (RSPCA) wanatoa tena wito wa kuwekwa kwa kamera za CCTV kwa lazima katika vichinjio vyote vya Australia. Inspekta David O’Shannesy wa RSPCA Wales mpya kusini aliambia ABC kuwa ufuatiliaji na ukaguzi wa maiti wafaa kuwa mahali pa kawaida pale Australia. """"Kamera ya siri bila shaka ingetuma ishara imara kwa wale watu wanaofanya kazi na wanyama kwamba ustawi wao ni wa kipaumbele cha juu.""""""","Kwa mujibu wa kifungu hiki, ni nini kinachoweza kusaidia kusisitiza umuhimu wa ustawi wa wanyama kwa wafanyikazi wa vichinjio wa Australia?",Kuweka kamera za CCTV ,Mikutano ya lazima na RSPCA,Kuchunguza vichinjio mara kwa mara,Uangalizi kutoka kwa ABC,1,swh_Latn,2023-07-21
https://en.wikinews.org/wiki/Anti-ACTA_activists_protest_across_Europe_1,swh_Latn,https://en.wikinews.org/wiki/Anti-ACTA_activists_protest_across_Europe,1,"Watayarishaji wa maandamano walisema kwamba takribani watu 100,000 walitokea katika miji ya Ujerumani kama vile Berlin, Cologne, Hamburg, na Hanover. Katika Berlin, polisi walikadiria waandamanaji 6,500. Maandamano pia yalifanyika katika Paris, Sofia huko Bulgaria, Vilnius huko Lithuania, Valetta huko Malta, Tallinn huko Estonia, na Edinburgh na Glasgow huko Uskoti. Katika London, takribani watu 200 waliandamana nje ya ofisi za baadhi ya wenye hakimiliki. Mwezi uliopita, kulikuwa na maandamano makubwa huko Poland wakati nchi hiyo ilisaini Mkataba wa Kupambana na Biashara za Bidhaa Bandia, ambao umesababisha serikali ya Polandi kuamua kutoidhinisha makubaliano hayo, kwa sasa. Lativia na Slovakia wamechelewesha mchakato wa kujiunga na ACTA",Ni nchi gani haikuendelea na kusaini mkataba wa ACTA kama jibu la maandamano?,Ujerumani,Polandi,Uskoti,Lithuania,2,swh_Latn,2023-07-21
https://en.wikinews.org/wiki/Austria_leads_medal_count_after_second_day_of_2013_IPC_Alpine_World_Championships_1,swh_Latn,https://en.wikinews.org/wiki/Austria_leads_medal_count_after_second_day_of_2013_IPC_Alpine_World_Championships,1,"Huku medali kumi na nane zikipatikana kwa siku, baadhi ya nchi zimekosa kufikia jukwaa la medali. Ni pamoja na Uholanzi, huku Anna Jochemsen akimaliza wa tisa katika kitengo cha kusimama cha wanawake kwenye Super-G jana, na Ufini huku Katja Saarinen akimaliza wa kumi katika tukio hilo hilo. Mitchell Gourley wa Australia alimaliza wa kumi na mmoja katika kitengo cha kusimama cha wanaume cha Super-G. Mshindani wa Cheki Oldrich Jelinek alimaliza wa kumi na sita katika kitengo cha kuketi cha wanaume cha Super-G. Arly Velasquez wa Meksiko alimaliza kwa nafasi ya kumi na tano katika seti ya Super-G ya wanaume. Ukumbi wa Adam wa Zilandi Mpya lilimaliza wa tisa katika msimamo wa Super-G wa wanaume. Mtelezaji wa theluji asiyeona vizuri kutoka Poland Maciej Krezel na mwelekezi wake Anna Ogarzynska walimaliza wa kumi na tatu katika Super-G. Jong Seork Park kutoka Korea Kusini alimaliza wa ishirini na nne katika kikundi cha wanaume cha kuketi cha Super-G.",Ni mtelezaji theluji yupi alisaidiwa na mwongozaji katika mashindano?,Anna Jochemsen,Jong Seork Park,Maciej Krezel,Anna Ogarzynska,3,swh_Latn,2023-07-21
https://en.wikinews.org/wiki/Building_collapses_in_Mecca_at_eve_of_Hajj_pillgrimage_2,swh_Latn,https://en.wikinews.org/wiki/Building_collapses_in_Mecca_at_eve_of_Hajj_pillgrimage,2,"Hosteli iliporomoka katika Makka, mji mtakatifu wa Kiislamu takriban saa 4 asubuhi ya leo saa za ndani. Jengo hilo lilikuwa na mahujaji kadhaa ambao walikuja kuzuru mji mtakatifu siku iliyotangulia hija. Wageni wengi wa hosteli hizo walikuwa raia wa Falme za Kiarabu. Idadi ya vifo ni angalau 15, idadi ambayo inatarajiwa kuongezeka.","Kulingana na kifungu hiki, ni kauli gani kati ya zifuatazo ni ya kweli?",Hakuna vifo vilivyotokea,Wageni wote walikuwa raia Falme za Kiarabu,Wageni walikuwa wamekuja kwa ajili ya mkesha wa hija,Wageni wengi walikuwa wenyeji wa Makka,3,swh_Latn,2023-07-21
https://en.wikinews.org/wiki/California_bans_sale_of_violent_video_games_to_minors_1,swh_Latn,https://en.wikinews.org/wiki/California_bans_sale_of_violent_video_games_to_minors,1,"""Gavana wa California Arnold Schwarzenegger alisaini kuwa sheria mswada unaopiga marufuku uuzwaji au ukodishwaji wa michezo ya video yenye vurugu kwa wasiofikia utu uzima. Mswada huo unahitaji michezo ya video yenye vurugu inayouzwa katika jimbo la Kalifornia kuwa na lebo iliyoandikwa """"18"""" na kufanya mauzo yake kwa watoto wadogo kuwa na adhabu ya faini ya dola 1000 kwa kila kosa.""",Ni ipi hapa si sehemu ya mswada uliosainiwa na Gavana Arnold Schwarzenegger?,Marufuku ya uuzaji au ukodishaji wa michezo ya video yenye vurugu kwa watoto kote California,Faini za kifedha kwa wahalifu,Marufuku ya uuzaji au ukodishaji wa michezo ya video yenye vurugu kwa watoto walio nje ya California,Lebo kuwekwa kwenye michezo yenye vurugu,3,swh_Latn,2023-07-21
https://en.wikinews.org/wiki/Car_women%27s_rugby_7%27s_tournament_2,swh_Latn,https://en.wikinews.org/wiki/Car_women%27s_rugby_7%27s_tournament,2,"Michezo hiyo ilianza saa 10 asubuhi na hali nzuri ya hewa na ingawaje kulikuwa na manyunyu ya katikati ya asubuhi ambayo yaliisha haraka, ilikuwa siku nzuri kwa raga ya watu 7. Wachezaji wa juu katika mashindano, Afrika Kusini, walianza vizuri walipowashinda Zambia walio katika nafasi ya 5 kwa 26 - 00 kwa urahisi. Wakionekana hakika kudhoofika katika mchezo dhidi ya dada zao wa kusini, Afrika Kusini hata hivyo walitia fora jinsi mashindano yalivyoendelea. Ulinzi wao wa nidhamu, ustadi wa kushughulikia mpira, na kazi bora ya pamoja ziliwafanya wajitokeze na ikawa wazi kuwa hii ndiyo iliyokuwa timu ya kushinda.","Kwa mujibu wa kifungu hiki, mchezo wa Afrika Kusini ulianza kuimarika wakati gani?",Karibu saa nne asubuhi,Baada ya kuimarisha ulinzi,Baada ya kushindwa na Zambia,Mashindano yalipokuwa yanaendelea,4,swh_Latn,2023-07-21
https://en.wikinews.org/wiki/China%27s_economy_surpasses_Japan%27s_in_second_quarter_2,swh_Latn,https://en.wikinews.org/wiki/China%27s_economy_surpasses_Japan%27s_in_second_quarter,2,"Wakati wa miongo mitatu iliyopita, licha ya kubaki kuwa jimbo la kikomunisti, China imekuza uchumi wa soko. Marekebisho ya kwanza ya kiuchumi yalifanywa chini ya uongozi wa Deng Xiaoping. Tangu wakati huo, saizi ya uchumi wa China imekua mara 90. Kwa mara ya kwanza, mwaka uliopita China iliuza nje magari mengi kuliko Ujerumani na ikapita Marekani kama soko kubwa zaidi kwa tasnia hii. Huenda Pato la Taifa la China likawa kubwa kuliko la Marekani ndani ya miongo miwili.","Kwa mujibu wa kifungu hiki, Pato la Taifa la China linaweza kupita la Marekani lini?",Baada ya mageuzi zaidi ya kiuchumi,Ndani ya miongo miwili,Nchi inapopata uongozi mpya,Ndani ya miongo mitatu,2,swh_Latn,2023-07-21
https://en.wikinews.org/wiki/Controversial_Berlin_opera_features_interactive_drug_usage_1,swh_Latn,https://en.wikinews.org/wiki/Controversial_Berlin_opera_features_interactive_drug_usage,1,"Hadithi iliyotolewa kwenye mchezo wa kifaransa wa kuigiza wa opera na Camille Saint-Saens ni wa msanii “ambaye maisha yake yanaamuriwa na upendo wa madawa na Japani. Kama matokeo, watendaji huvuta misokoto ya bangi kwenye jukwaa, na ukumbi wenyewe unawahimiza hadhira kushiriki.",Watendaji huwahimiza hadhira kufanya nini wakati wa opera ya Camille Saint-Saens?,Kutumia bangi,Kwenda safari ya Japani,Wajiunge nao jukwaani kwa ajili ya maonyesho,Waruhusu maisha yao yaongozwe na kile wanachopenda,1,swh_Latn,2023-07-21
https://en.wikinews.org/wiki/DeLay_declares_%27victory%27_in_war_on_U.S._budget_fat_2,swh_Latn,https://en.wikinews.org/wiki/DeLay_declares_%27victory%27_in_war_on_U.S._budget_fat,2,Mjadala ulianzishwa na mzozo juu ya kutumia zaidi kwa msaada na ujenzi upya katika Kimbunga Katrina; ambacho wahafidhina wa fedha wabebandika kwa ucheshi “Mpango wa Bushwa New Orleans.” Ukosoaji huru wa juhudi za ujenzi upya umezingatia utoaji wa kandarasi za ujenzi upya kwa wajuzi wanaodhaniwa wa Washington.,Nani anakashifu jitihada za msaada za kandarasi za ujenzi upya wa Kimbunga Katrina?,Wahafidhina wa kifedha ,Watu huria,Bush,Watu wa Washington,2,swh_Latn,2023-07-21
https://en.wikinews.org/wiki/Effect_of_sanctions_%27like_war%27_says_Iran%27s_Ahmadinejad_1,swh_Latn,https://en.wikinews.org/wiki/Effect_of_sanctions_%27like_war%27_says_Iran%27s_Ahmadinejad,1,"""Maoni ya moja kwa moja kwenye televisheni, yalikuwa ya mara ya kwanza kwa wakuu wa serikali ya Irani kukubali kuwa vikwazo vilikuwa na athari yoyote. Inahusisha vikwazo na umoja wa Ulaya kupiga marufuku kwa usafirishaji wa mafuta yasiyosafishwa, ambapo uchumi wa Iran unapokea 80% ya mapato ya nje. Katika ripoti yake ya kila mwezi ya hivi karibuni, Shirika la Nchi Zinazosafirisha nje Petroli ilisema mauzo ya nje ya ghafi yamepungua sana kwa miongo miwili kwa mapipa milioni 2.8 kwa siku. Kiongozi mkuu wa nchi, Ayatollah Ali Khamenei, ameelezea utegemeaji wa mafuta kama """"mtego"""" ulioanza kabla ya mapinduzi ya Kiislamu ya Irani mnamo 1979 na ambao nchi inafaa kujiokoa kutokana nao.""","Kulingana na maoni ya Ayatullah Ali Khamenei, nchi ya Iran inapaswa kujikomboa kutokana na nini?",Vikwazo vya kifedha,Mapinduzi ya Kiislamu,Mapato ya kigeni,Utegemeaji wa mafuta,4,swh_Latn,2023-07-21
https://en.wikinews.org/wiki/FAA:_Metroplex_NextGen_project_in_place_in_north_Texas_2,swh_Latn,https://en.wikinews.org/wiki/FAA:_Metroplex_NextGen_project_in_place_in_north_Texas,2,NextGen ni mfumo ambao Utawala wa Shirikisho la Anga unadai ungeruhusu ndege kutumia njia fupi na kuokoa mamilioni ya galoni za mafuta kila mwaka na kukata uzalishaji wa kaboni. Hutumia teknolojia yenye msingi wa setalaiti kinyume na teknolojia ya kitambo yenye msingi wa radar ya ardhini ili kuwezesha wadhibiti wa trafiki ya anga kupata vyombo vya angani kwa usahihi zaidi na kuwapatia marubani taarifa za usahihi zaidi.,NextGen inawanufanaisha wadhibiti wa trafiki ya anga kwa njia gani ya moja kwa moja?,Njia fupi za upaaji,Taarifa sahihi za maeneo ya ndege,Kupunguza uzalishaji wa kaboni ,Kutumia mafuta madogo,2,swh_Latn,2023-07-21
https://en.wikinews.org/wiki/Fossilized_remains_of_small_dinosaur_rediscovered_in_Canada_1,swh_Latn,https://en.wikinews.org/wiki/Fossilized_remains_of_small_dinosaur_rediscovered_in_Canada,1,"""Hesperonychus elizabethae ni spishi ya familia Dromaeosauridae na ni binamu ya Velociraptor. Ndege huyu mwindaji aliye na manyoya kamili na mwenye damu ya joto aliaminika kutembea wima kwa miguu miwili na makucha kama Dinosau mdogo mwenye mwendokasi. Ukucha wake wa pili ulikuwa mkubwa, na kuleta chimbuko la jina Hesperonikasi linalomaanisha """"ukucha wa magharibi.""""""","Kwa mujibu wa kifungu hiki, ni sifa gani inatofautisha Hesperonychus na Velociraptor?",Ana miguu miwili,Ana ukucha mkubwa wa pili,Mwili wake una manyoya kamili,Ana damu ya joto,2,swh_Latn,2023-07-21
https://en.wikinews.org/wiki/French_campaigning_film_director_Ren%C3%A9_Vautier_dies_2,swh_Latn,https://en.wikinews.org/wiki/French_campaigning_film_director_Ren%C3%A9_Vautier_dies,2,Mafanikio ya Vautier nje ya ukurugenzi ni pamoja na kususia chakula mnamo 1973 dhidi ya kile alichoona kama udhibiti wa kisiasa. Sheria ya Ufaransa ilibadilishwa. Uanaharakati wake ukarudi nyuma kwa miaka 15 ambapo alijiunga na Upinzani wa Ufaransa wakati wa Vita vya Dunia vya II. Alijirekodi katika kitabu cha 1998. Mnamo 1960 alirudi Algeria iliyokuwa imepata uhuru ili kufunza uelekezaji wa filamu.,Algeria ilipata uhuru katika muongo upi?,Miaka ya 1940,Miaka ya 1950,Miaka ya 1960,Miaka ya 1970,3,swh_Latn,2023-07-21
https://en.wikinews.org/wiki/Funeral_of_Pope_John_Paul_II_takes_place_2,swh_Latn,https://en.wikinews.org/wiki/Funeral_of_Pope_John_Paul_II_takes_place,2,"Watu zaidi ya milioni nne walienda Roma kuhudhuria mazishi. Idadi ya watu waliokuwepo ilikuwa kubwa sana kwamba haikuwezekana kwa kila mtu kupata kuingia kwenye mazishi katika uwanja wa St. Peter. Skrini kadhaa kubwa za televisheni ziliangikwa mahali mbalimbali jijini Roma ili kuwezesha watu kutazama sherehe hiyo. Katika miji mingine mingi ya Italia na ulimwengu kwa ujumla, haswa katika Polandi, mipangilio sawa ilifanywa, ambayo ilionekana na idadi kubwa ya watu.",Sherehe ya mazishi ilifanyika wapi?,Katika maeneo mbalimbali kote Roma,Huko Polandi,Katika uwanja wa St. Peter,"Kwanza huko Roma, kisha katika mji mwingine wa Italia",3,swh_Latn,2023-07-21
https://en.wikinews.org/wiki/Hurricane_Fred_churns_the_Atlantic_1,swh_Latn,https://en.wikinews.org/wiki/Hurricane_Fred_churns_the_Atlantic,1,"Dhoruba, iliyo maili 645 (kilomita 1040) magharibi mwa visiwa vya Cape Verde, ina uwezekano wa kutengana kabla ya kutisha maeneo yoyote ya ardhi, watabiri wanasema. Fred hivi sasa ina upepo wa maili 105 kwa saa (kilomita 165 kwa saa) na inaelekea kaskazini magharibi. Fred ndicho kimbunga cha kitropiki chenye nguvu zaidi kuwahi kurekodiwa kusini na mashariki katika Atlantiki kufikia sasa tangu ujio wa picha za setalaiti, na kimbunga kikuu cha tatu tu katika rekodi mashariki mwa 35° Magharibi.","Kabla ya Fred, ni dhoruba ngapi kuu zilikuwa zimerekodiwa mashariki mwa 35° Magharibi?",Hakuna,Watatu,Mbili,Mmoja,3,swh_Latn,2023-07-21
https://en.wikinews.org/wiki/India%27s_flag_lands_on_Moon_2,swh_Latn,https://en.wikinews.org/wiki/India%27s_flag_lands_on_Moon,2,"Chombo cha kuzunguka mwezi Chandrayaan-1 kisichoendeshwa na mtu kilitoa Kichunguza Athari za Mwezi (MIP) chake, ambacho kilisonga kwa kasi katika uso wa Mwezi kwa mwendo wa kilomita 1.5 kwa sekunde (maili 3000 kwa saa), na kikatua kwa kishindo kwa mafanikio karibu na ncha ya kusini ya Mwezi. Zaidi ya kubeba zana tatu muhimu za kisayansi, kichunguza mwezi pia kilibeba picha za bendera ya kitaifa ya India, iliyochorwa kwenye pande zake zote.",Ni kauli gani kati ya zifuatazo inaelezea kwa usahihi kichunguza mwezi?,Kilitua karibu na ncha ya kaskazini ya Mwezi,Kilifaulu kutua kwa kishindo,Kilitolewa kutoka kwenye obita inayoendeshwa,Ilikuwa imebeba vyombo viwili muhimu,2,swh_Latn,2023-07-21
https://en.wikinews.org/wiki/Jenson_Button_wins_2006_Hungarian_Grand_Prix_1,swh_Latn,https://en.wikinews.org/wiki/Jenson_Button_wins_2006_Hungarian_Grand_Prix,1,"Giancarlo Fisichella alishindwa kudhibiti gari lake na kulazimika kutamatisha mashindano muda mfupi baada ya kuanza. Mwanatimu mwenzake Fernando Alonso alikuwa akiongoza kwa wingi wa mbio hizo, lakini aliumaliza mara tu baada ya kusimama kwa matengenezo, labda kwa sababu ya gurudumu la kulia la mbele kushonwa vibaya. Michael Schumacher alimaliza mbio zake muda mfupi baada ya Alonso, kwa sababu ya uharibifu wa mfumo wa kusimamisha gari, uliosababishwa na mapambano kadhaa wakati wa mbio hizo.",Alonso alimalizia mbio zake wapi?,Baada ya gurudumu la mbele la Schumacher kuharibika,Fisichella aliposhindwa kudhibiti gari lake,Baada ya Schumacher kumaliza mbio zake,Kabla ya kuchukua nafasi ya kwanza,2,swh_Latn,2023-07-21
https://en.wikinews.org/wiki/Jenson_Button_wins_2006_Hungarian_Grand_Prix_2,swh_Latn,https://en.wikinews.org/wiki/Jenson_Button_wins_2006_Hungarian_Grand_Prix,2,"Giancarlo Fisichella alishindwa kudhibiti gari lake na kulazimika kutamatisha mashindano muda mfupi baada ya kuanza. Mwanatimu mwenzake Fernando Alonso alikuwa akiongoza kwa wingi wa mbio hizo, lakini aliumaliza mara tu baada ya kusimama kwa matengenezo, labda kwa sababu ya gurudumu la kulia la mbele kushonwa vibaya. Michael Schumacher alimaliza mbio zake muda mfupi baada ya Alonso, kwa sababu ya uharibifu wa mfumo wa kusimamisha gari, uliosababishwa na mapambano kadhaa wakati wa mbio hizo.",Ni nini kilisababisha Schumacher kumaliza mbio zake mapema?,Alishindwa kudhibiti gari lake,Mgongano na Alonso,Kuharibika kwa gurudumu kulikosababishwa na Fisichella,Kuharibika kwa mfumo wa kusimamisha gari,4,swh_Latn,2023-07-21
https://en.wikinews.org/wiki/Judge_orders_Baltimore_City_prison_to_produce_plan_for_improvement_1,swh_Latn,https://en.wikinews.org/wiki/Judge_orders_Baltimore_City_prison_to_produce_plan_for_improvement,1,"Katika miezi mitatu iliyopita, mahabusu zaidi ya 80 waliachiliwa kutoka kituo cha Central Booking bila kushtakiwa rasmi. Mnamo Aprili mwaka huu, amri ya kuzuia kwa mda ilitolewa na Jaji Glynn dhidi ya kituo hicho kutekeleza kuachiliwa kwa wale waliofungiwa kwa zaidi ya saa 24 baada ya kuchukuliwa kwao ambao kesi zao hazikusikilizwa na na kamishna wa korti. Kamishna huweka dhamana, ikiwa imeruhusiwa, na kufanya rasmi mashtaka yaliyofailiwa na afisa mwenye kukamata. Kisha mashtaka huingizwa kwenye mfumo wa kompyuta wa nchi ambapo kesi hiyo hufuatiliwa. Wakati wa kusikilizwa kwa kesi, tarehe ya haki ya mtuhumiwa kupata jaribio la haraka pia huashiriwa.","Kwa mujibu wa kifungu hiki, ni wajibu wa nani kuweka dhamana kwa waliokamatwa?",Afisa anayewakamata,Jaji Glynn,Kituo cha Central Booking,Kamishna wa korti,4,swh_Latn,2023-07-21
https://en.wikinews.org/wiki/Khyber_Pakhtunkhwa_Provincial_Assembly_votes_to_merge_with_Pakistani_Federally_Administered_Tribal_Areas_1,swh_Latn,https://en.wikinews.org/wiki/Khyber_Pakhtunkhwa_Provincial_Assembly_votes_to_merge_with_Pakistani_Federally_Administered_Tribal_Areas,1,"""Tangu uhuru wa Pakistani kutoka kwa utawala wa Uingereza mnamo 1947, Rais wa Pakistani amewateua """"Mawakala wa Kisiasa"""" kutawala FATA, ambao hufanya udhibiti ulio karibu huru wa maeneo hayo. Wakala hawa wana wajibu wa kutoa huduma za kiserikali na kisheria chini ya Kifungu cha 247 cha Katiba ya Pakistani.""",Nani hutoa huduma za kisheria kwa FATA?,Serikali ya Pakistani,Mawakala wa Kisiasa,Rais wa Pakistani,Serikali ya Uingereza,2,swh_Latn,2023-07-21
https://en.wikinews.org/wiki/Naked_News_to_create_international_language_editions_2,swh_Latn,https://en.wikinews.org/wiki/Naked_News_to_create_international_language_editions,2,"Wiki iliyopita, Naked News ilitangaza kuwa wangeongeza sana idhini yake ya utangazaji wa Habari kwa lugha za kimataifa, na watangazaji watatu wapya. Tayari likiripoti kwa Kiingereza na Kijapani, shirika la kimataifa linazindua mipango ya lugha za Kihispania, Kiitaliano, na Kikorea, kwa televisheni, wavuti, na vifaa vya mkononi.","Kwa mujibu wa kifungu hiki, watangazaji wapya wa Naked News hawatapatikana wapi?",Simu,Wavuti,Sinema,Televisheni,3,swh_Latn,2023-07-21
https://en.wikinews.org/wiki/Nationalised_bank_Northern_Rock_sold_to_Virgin_Money_2,swh_Latn,https://en.wikinews.org/wiki/Nationalised_bank_Northern_Rock_sold_to_Virgin_Money,2,"Benki ya Mwamba wa Kaskazini ilifanywa ya kitaifa mnamo 2008 kufuatia ufunuzi kuwa kampuni hiyo ilipokea msaada wa dharura kutoka Serikali ya Uingereza. Benki ya Northern Rock ilihitaji msaada kwa sababu ya hatari za mzozo wa rehani wa 2007. Ofa ya Kikundi cha Virgin cha Bwana Richard Branson ya ununuzi wa benki hiyo ilikataliwa kabla ya kutaifishwa kwa benki hiyo. Katika mwaka wa 2010, benki ya sasa ya mtaa wa juu Northern Bank plc ilitenganishwa na ‘benki mbaya’, Northern Rock (Usimamizi wa Mali). Virgin wamenunua tu 'benki nzuri' ya Northern Rock, si kampuni ya udhibiti wa rasilimali.","Kwa mujibu wa kifungu hiki, ni taarifa gani kati ya zifuatazo inaeleza kwa usahihi shughuli za Kikundi cha Virgin na Benki ya Mwamba wa Kaskazini?",Kikundi cha Virgin pia kilinunua kampuni ya udhibiti wa mali ya Northern Rock,Kikundi cha Virgin kilinunua benki baada ya kufanywa ya kitaifa,Kikundi cha Virgin kilitoa msaada wa dharura kwa benki katika kipindi cha mzozo wa rehani,Ofa ya kwanza ya Kikundi cha Virgin kwenye benki hiyo ilitolewa baada ya benki hiyo kufanywa ya kitaifa,2,swh_Latn,2023-07-21
https://en.wikinews.org/wiki/New_Australian_Prime_Minister_signs_Kyoto_1,swh_Latn,https://en.wikinews.org/wiki/New_Australian_Prime_Minister_signs_Kyoto,1,"Uamuzi wa Bw. Rudd kusaini makubaliano ya hali ya hewa ya Kyoto unatenga Marekani, ambayo sasa itakuwa nchi ya pekee iliyostawi kutoridhia mkataba huo. Serikali ya awali ya kihafidhina ya Australia ilikataa kuridhia Kyoto, ikisema ingeharibu uchumi kwa utegemeaji wake mkubwa wa uuzaji nje wa makaa-mawe, wakati nchi kama India na China hazikufungwa na malengo ya uzalishaji wa vichafuzi.","Kama ilivyoelezwa katika kifungu hiki, ni nchi gani imeathiriwa na kusaini makubaliano ya hali ya hewa ya Kyoto?",Marekani,India,Australia,China,1,swh_Latn,2023-07-21
https://en.wikinews.org/wiki/Photojournalist_photographing_Justin_Bieber%27s_car_run_over_by_another_vehicle_1,swh_Latn,https://en.wikinews.org/wiki/Photojournalist_photographing_Justin_Bieber%27s_car_run_over_by_another_vehicle,1,"Mpigaji picha alichukuliwa hadi Kituo cha Matibabu cha Ronald Reagan, ambako baadaye alifariki. Aliripotiwa kuwa katika miaka yake ya 20. Katika taarifa, Bierber alisema “Ingawa sikuwako au kuhusika na ajali hii mbaya moja kwa moja, mawazo na maombi yangu yako kwa familia ya muathiriwa.” Tovuti ya habari za burudani TMZ inaelewa mpiga picha alisimamisha gari katika upande mwingine wa Sepulveda Boulevard na akajaribu kupiga picha za kizuizi cha polisi kabla ya kuvuka barabara na kuendelea, akamfanya afisa wa polisi wa California Highway Patrol aliyekuwa akiendesha kizuizi kumwamrisha kurudi katika upande mwingine, mara mbili. Kwa mujibu wa polisi, dereva wa gari lililomgonga mpigaji picha huenda akakabiliwa na mashtaka ya jinai.","Kwa mujibu wa kifungu hiki, ni nini hakikufanyika kabla ya mpiga picha kugongwa na gari?",Mpigaji picha aliamriwa na Highway Patrol arudi katika upande mwingine,Mpigaji picha aliegesha gari lake kando ya Sepulveda Boulevard,Mpigaji picha alichukua picha za kizuizi cha polisi,Mpigaji picha aliweza kupata picha ya Bieber,4,swh_Latn,2023-07-21
https://en.wikinews.org/wiki/President_of_Costa_Rica_contracts_H1N1_swine_flu_2,swh_Latn,https://en.wikinews.org/wiki/President_of_Costa_Rica_contracts_H1N1_swine_flu,2,"""Arias alipima chanya kwa kesi ndogo ya virusi, Waziri wa Rais Rodrigo Arias alisema. Hali ya rais ni thabiti, ingawa atatengwa nyumbani kwa siku kadhaa. """"Bali na joto na vidonda vya koo, nahisi vizuri na hali njema kuendelea na kazi yangu kwa mawasiliano ya simu. Natarajia kurudi katika majukumu yangu yote Jumatatu,” Arias alisema katika taarifa.""","Kwa mujibu wa kifungu hiki, ni kauli gani kati ya zifuatazo kuhusu rais ni ya kweli?",Hana joto,Atakaa nyumbani kwa wiki kadhaa,Anaweza kuwasiliana kwa simu,Ana kesi kali ya virusi,3,swh_Latn,2023-07-21
"https://en.wikinews.org/wiki/Red_tide_affects_South_Padre_Island,_Mexico_1",swh_Latn,"https://en.wikinews.org/wiki/Red_tide_affects_South_Padre_Island,_Mexico",1,"Wimbi jekundu husababishwa na mkusanyiko mkubwa kuliko kawaida wa Karenia brevis, kiumbe asilia cha seli moja kinachopatikana baharini. Sababu asilia zinaweza kukutana na kutoa hali ifaayo, na kuruhusu mwani huu kuongezeka sana kwa idadi. Mwani huo hutoa sumu ya neva ambayo inaweza kulemaza neva katika binadamu na samaki. Mara nyingi samaki hufa kwa sababu ya viwango vikubwa vya sumu ndani ya maji. Wanadamu waweza kuathiriwa kwa kupumua maji yaliyoathirika yaliyopelekwa hewani na upepo na mawimbi.","Kati ya zifuatazo, ni ipi haizingatiwi kuwa sifa ya Karenia brevis?",Ni aina ya mwani,Inaweza kulemaza neva ya binadamu,Ina seli nyingi,Ni kiumbe asilia,3,swh_Latn,2023-07-21
